url,Result
https://www.google.com,0
https://www.bank.com,0
https://www.amazon.com,0
https://www.paypal.com,0
https://www.microsoft.com,0
https://www.apple.com,0
https://www.facebook.com,0
https://www.twitter.com,0
https://www.linkedin.com,0
https://www.github.com,0
https://www.netflix.com,0
https://www.spotify.com,0
https://www.youtube.com,0
https://www.instagram.com,0
https://www.whatsapp.com,0
https://www.zoom.us,0
https://www.slack.com,0
https://www.dropbox.com,0
https://www.adobe.com,0
https://www.oracle.com,0
https://suspicious-site.tk,1
https://phishing-attempt.com,1
https://urgent-verify-account.com,1
https://congratulations-winner.com,1
https://account-suspended.tk,1
https://security-alert.ml,1
https://verify-now.ga,1
https://click-here-immediately.com,1
https://limited-time-offer.tk,1
https://exclusive-deal.ml,1
https://urgent-action-required.com,1
https://verify-your-account.tk,1
https://security-breach-alert.ml,1
https://account-locked-immediately.ga,1
https://click-here-to-claim.tk,1
https://congratulations-you-won.ml,1
https://urgent-verification-needed.ga,1
https://security-update-required.tk,1
https://account-verification-pending.ml,1
https://click-here-for-prize.ga,1
https://www.google.com,0
https://www.bank-41.com,0
https://www.amazon-42.com,0
https://www.paypal-43.com,0
https://www.microsoft-44.com,0
https://www.apple-45.com,0
https://www.facebook-46.com,0
https://www.twitter-47.com,0
https://www.linkedin-48.com,0
https://www.github-49.com,0
https://www.netflix-50.com,0
https://www.spotify-51.com,0
https://www.youtube-52.com,0
https://www.instagram-53.com,0
https://www.whatsapp-54.com,0
https://www.zoom.us,0
https://www.slack-56.com,0
https://www.dropbox-57.com,0
https://www.adobe-58.com,0
https://www.oracle-59.com,0
https://suspicious-site-60.tk,1
https://phishing-attempt-61.com,1
https://urgent-verify-account-62.com,1
https://congratulations-winner-63.com,1
https://account-suspended-64.tk,1
https://security-alert-65.ml,1
https://verify-now-66.ga,1
https://click-here-immediately-67.com,1
https://limited-time-offer-68.tk,1
https://exclusive-deal-69.ml,1
https://urgent-action-required-70.com,1
https://verify-your-account-71.tk,1
https://security-breach-alert-72.ml,1
https://account-locked-immediately-73.ga,1
https://click-here-to-claim-74.tk,1
https://congratulations-you-won-75.ml,1
https://urgent-verification-needed-76.ga,1
https://security-update-required-77.tk,1
https://account-verification-pending-78.ml,1
https://click-here-for-prize-79.ga,1
https://www.google-80.com,0
https://www.bank-81.com,0
https://www.amazon-82.com,0
https://www.paypal-83.com,0
https://www.microsoft-84.com,0
https://www.apple-85.com,0
https://www.facebook-86.com,0
https://www.twitter-87.com,0
https://www.linkedin-88.com,0
https://www.github-89.com,0
https://www.netflix-90.com,0
https://www.spotify-91.com,0
https://www.youtube-92.com,0
https://www.instagram-93.com,0
https://www.whatsapp-94.com,0
https://www.zoom.us,0
https://www.slack-96.com,0
https://www.dropbox-97.com,0
https://www.adobe-98.com,0
https://www.oracle-99.com,0
https://suspicious-site-100.tk,1
https://phishing-attempt-101.com,1
https://urgent-verify-account-102.com,1
https://congratulations-winner-103.com,1
https://account-suspended-104.tk,1
https://security-alert-105.ml,1
https://verify-now-106.ga,1
https://click-here-immediately-107.com,1
https://limited-time-offer-108.tk,1
https://exclusive-deal-109.ml,1
https://urgent-action-required-110.com,1
https://verify-your-account-111.tk,1
https://security-breach-alert-112.ml,1
https://account-locked-immediately-113.ga,1
https://click-here-to-claim-114.tk,1
https://congratulations-you-won-115.ml,1
https://urgent-verification-needed-116.ga,1
https://security-update-required-117.tk,1
https://account-verification-pending-118.ml,1
https://click-here-for-prize-119.ga,1
https://www.google-120.com,0
https://www.bank-121.com,0
https://www.amazon-122.com,0
https://www.paypal-123.com,0
https://www.microsoft-124.com,0
https://www.apple-125.com,0
https://www.facebook-126.com,0
https://www.twitter-127.com,0
https://www.linkedin-128.com,0
https://www.github-129.com,0
https://www.netflix-130.com,0
https://www.spotify-131.com,0
https://www.youtube-132.com,0
https://www.instagram-133.com,0
https://www.whatsapp-134.com,0
https://www.zoom.us,0
https://www.slack-136.com,0
https://www.dropbox-137.com,0
https://www.adobe-138.com,0
https://www.oracle-139.com,0
https://suspicious-site-140.tk,1
https://phishing-attempt-141.com,1
https://urgent-verify-account-142.com,1
https://congratulations-winner-143.com,1
https://account-suspended-144.tk,1
https://security-alert-145.ml,1
https://verify-now-146.ga,1
https://click-here-immediately-147.com,1
https://limited-time-offer-148.tk,1
https://exclusive-deal-149.ml,1
https://urgent-action-required-150.com,1
https://verify-your-account-151.tk,1
https://security-breach-alert-152.ml,1
https://account-locked-immediately-153.ga,1
https://click-here-to-claim-154.tk,1
https://congratulations-you-won-155.ml,1
https://urgent-verification-needed-156.ga,1
https://security-update-required-157.tk,1
https://account-verification-pending-158.ml,1
https://click-here-for-prize-159.ga,1
https://www.google-160.com,0
https://www.bank-161.com,0
https://www.amazon-162.com,0
https://www.paypal-163.com,0
https://www.microsoft-164.com,0
https://www.apple-165.com,0
https://www.facebook-166.com,0
https://www.twitter-167.com,0
https://www.linkedin-168.com,0
https://www.github-169.com,0
https://www.netflix-170.com,0
https://www.spotify-171.com,0
https://www.youtube-172.com,0
https://www.instagram-173.com,0
https://www.whatsapp-174.com,0
https://www.zoom.us,0
https://www.slack-176.com,0
https://www.dropbox-177.com,0
https://www.adobe-178.com,0
https://www.oracle-179.com,0
https://suspicious-site-180.tk,1
https://phishing-attempt-181.com,1
https://urgent-verify-account-182.com,1
https://congratulations-winner-183.com,1
https://account-suspended-184.tk,1
https://security-alert-185.ml,1
https://verify-now-186.ga,1
https://click-here-immediately-187.com,1
https://limited-time-offer-188.tk,1
https://exclusive-deal-189.ml,1
https://urgent-action-required-190.com,1
https://verify-your-account-191.tk,1
https://security-breach-alert-192.ml,1
https://account-locked-immediately-193.ga,1
https://click-here-to-claim-194.tk,1
https://congratulations-you-won-195.ml,1
https://urgent-verification-needed-196.ga,1
https://security-update-required-197.tk,1
https://account-verification-pending-198.ml,1
https://click-here-for-prize-199.ga,1
https://www.google-200.com,0
https://www.bank-201.com,0
https://www.amazon-202.com,0
https://www.paypal-203.com,0
https://www.microsoft-204.com,0
https://www.apple-205.com,0
https://www.facebook-206.com,0
https://www.twitter-207.com,0
https://www.linkedin-208.com,0
https://www.github-209.com,0
https://www.netflix-210.com,0
https://www.spotify-211.com,0
https://www.youtube-212.com,0
https://www.instagram-213.com,0
https://www.whatsapp-214.com,0
https://www.zoom.us,0
https://www.slack-216.com,0
https://www.dropbox-217.com,0
https://www.adobe-218.com,0
https://www.oracle-219.com,0
https://suspicious-site-220.tk,1
https://phishing-attempt-221.com,1
https://urgent-verify-account-222.com,1
https://congratulations-winner-223.com,1
https://account-suspended-224.tk,1
https://security-alert-225.ml,1
https://verify-now-226.ga,1
https://click-here-immediately-227.com,1
https://limited-time-offer-228.tk,1
https://exclusive-deal-229.ml,1
https://urgent-action-required-230.com,1
https://verify-your-account-231.tk,1
https://security-breach-alert-232.ml,1
https://account-locked-immediately-233.ga,1
https://click-here-to-claim-234.tk,1
https://congratulations-you-won-235.ml,1
https://urgent-verification-needed-236.ga,1
https://security-update-required-237.tk,1
https://account-verification-pending-238.ml,1
https://click-here-for-prize-239.ga,1
https://www.google-240.com,0
https://www.bank-241.com,0
https://www.amazon-242.com,0
https://www.paypal-243.com,0
https://www.microsoft-244.com,0
https://www.apple-245.com,0
https://www.facebook-246.com,0
https://www.twitter-247.com,0
https://www.linkedin-248.com,0
https://www.github-249.com,0
https://www.netflix-250.com,0
https://www.spotify-251.com,0
https://www.youtube-252.com,0
https://www.instagram-253.com,0
https://www.whatsapp-254.com,0
https://www.zoom.us,0
https://www.slack-256.com,0
https://www.dropbox-257.com,0
https://www.adobe-258.com,0
https://www.oracle-259.com,0
https://suspicious-site-260.tk,1
https://phishing-attempt-261.com,1
https://urgent-verify-account-262.com,1
https://congratulations-winner-263.com,1
https://account-suspended-264.tk,1
https://security-alert-265.ml,1
https://verify-now-266.ga,1
